fund_label,client_profile,suitability_role,risk_warning,recommended_action,rationale,overall_risk_tier,annualized_volatility,max_drawdown,daily_cvar_95,recovery_period_days,small_cap_exposure_flag,rolling_beta,downside_capture,avg_stress_loss_share_minus_weight,benchmark_relative_data_available
UTI Nifty 50 Index,Conservative,Watchlist,annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark.,Cap exposure,"For a Conservative profile, UTI Nifty 50 Index's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark. In the reference portfolio, UTI Nifty 50 Index carries a 25.0% allocation weight. UTI Nifty 50 Index was the single largest loss contributor in 3 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Conservative investor's typical risk tolerance, this maps to a suitability role of 'Watchlist' with a suggested review action of 'Cap exposure'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1422787589569012,-0.1656191568910258,-0.0204182035694479,396.0,False,0.997312593108386,0.999338689034768,-0.008323644836937944,True
UTI Nifty 50 Index,Balanced,Core,annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark.,Retain,"For a Balanced profile, UTI Nifty 50 Index's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark. In the reference portfolio, UTI Nifty 50 Index carries a 25.0% allocation weight. UTI Nifty 50 Index was the single largest loss contributor in 3 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Balanced investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1422787589569012,-0.1656191568910258,-0.0204182035694479,396.0,False,0.997312593108386,0.999338689034768,-0.008323644836937944,True
UTI Nifty 50 Index,Growth,Core,annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark.,Retain,"For a Growth profile, UTI Nifty 50 Index's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark. In the reference portfolio, UTI Nifty 50 Index carries a 25.0% allocation weight. UTI Nifty 50 Index was the single largest loss contributor in 3 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Growth investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1422787589569012,-0.1656191568910258,-0.0204182035694479,396.0,False,0.997312593108386,0.999338689034768,-0.008323644836937944,True
UTI Nifty 50 Index,Aggressive,Defensive sleeve,annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark.,Retain,"For an Aggressive profile, UTI Nifty 50 Index's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 14.2%; historical maximum drawdown of -16.6%; daily CVaR 95 of -2.0% (average loss on the worst 5% of trading days); longest historical drawdown recovery took 396 days; rolling beta of 1.00 versus its benchmark; downside capture of 100% versus its benchmark. In the reference portfolio, UTI Nifty 50 Index carries a 25.0% allocation weight. UTI Nifty 50 Index was the single largest loss contributor in 3 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to an Aggressive investor's typical risk tolerance, this maps to a suitability role of 'Defensive sleeve' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1422787589569012,-0.1656191568910258,-0.0204182035694479,396.0,False,0.997312593108386,0.999338689034768,-0.008323644836937944,True
ICICI Bluechip,Conservative,Watchlist,annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark.,Cap exposure,"For a Conservative profile, ICICI Bluechip's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, ICICI Bluechip carries a 20.0% allocation weight. Relative to a Conservative investor's typical risk tolerance, this maps to a suitability role of 'Watchlist' with a suggested review action of 'Cap exposure'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1326928898231131,-0.1539325842696607,-0.019015441167172,386.0,False,0.8988887894803704,0.989089263083572,-0.0024010473166451896,True
ICICI Bluechip,Balanced,Core,annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark.,Retain,"For a Balanced profile, ICICI Bluechip's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, ICICI Bluechip carries a 20.0% allocation weight. Relative to a Balanced investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1326928898231131,-0.1539325842696607,-0.019015441167172,386.0,False,0.8988887894803704,0.989089263083572,-0.0024010473166451896,True
ICICI Bluechip,Growth,Core,annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark.,Retain,"For a Growth profile, ICICI Bluechip's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, ICICI Bluechip carries a 20.0% allocation weight. Relative to a Growth investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1326928898231131,-0.1539325842696607,-0.019015441167172,386.0,False,0.8988887894803704,0.989089263083572,-0.0024010473166451896,True
ICICI Bluechip,Aggressive,Defensive sleeve,annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark.,Retain,"For an Aggressive profile, ICICI Bluechip's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 13.3%; historical maximum drawdown of -15.4%; longest historical drawdown recovery took 386 days; rolling beta of 0.90 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, ICICI Bluechip carries a 20.0% allocation weight. Relative to an Aggressive investor's typical risk tolerance, this maps to a suitability role of 'Defensive sleeve' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1326928898231131,-0.1539325842696607,-0.019015441167172,386.0,False,0.8988887894803704,0.989089263083572,-0.0024010473166451896,True
Parag Parikh Flexi Cap,Conservative,Watchlist,longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark.,Cap exposure,"For a Conservative profile, Parag Parikh Flexi Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark. In the reference portfolio, Parag Parikh Flexi Cap carries a 25.0% allocation weight. Parag Parikh Flexi Cap was the single largest loss contributor in 4 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Conservative investor's typical risk tolerance, this maps to a suitability role of 'Watchlist' with a suggested review action of 'Cap exposure'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1164345826032988,-0.1786688552921981,-0.0165663074571898,556.0,False,0.6477413951519864,0.9413944703046814,-0.029190209023795138,True
Parag Parikh Flexi Cap,Balanced,Core,longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark.,Retain,"For a Balanced profile, Parag Parikh Flexi Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark. In the reference portfolio, Parag Parikh Flexi Cap carries a 25.0% allocation weight. Parag Parikh Flexi Cap was the single largest loss contributor in 4 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Balanced investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1164345826032988,-0.1786688552921981,-0.0165663074571898,556.0,False,0.6477413951519864,0.9413944703046814,-0.029190209023795138,True
Parag Parikh Flexi Cap,Growth,Core,longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark.,Retain,"For a Growth profile, Parag Parikh Flexi Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark. In the reference portfolio, Parag Parikh Flexi Cap carries a 25.0% allocation weight. Parag Parikh Flexi Cap was the single largest loss contributor in 4 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Growth investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1164345826032988,-0.1786688552921981,-0.0165663074571898,556.0,False,0.6477413951519864,0.9413944703046814,-0.029190209023795138,True
Parag Parikh Flexi Cap,Aggressive,Defensive sleeve,longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark.,Retain,"For an Aggressive profile, Parag Parikh Flexi Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 556 days; annualized volatility of 11.6%; historical maximum drawdown of -17.9%; downside capture of 94% versus its benchmark. In the reference portfolio, Parag Parikh Flexi Cap carries a 25.0% allocation weight. Parag Parikh Flexi Cap was the single largest loss contributor in 4 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to an Aggressive investor's typical risk tolerance, this maps to a suitability role of 'Defensive sleeve' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1164345826032988,-0.1786688552921981,-0.0165663074571898,556.0,False,0.6477413951519864,0.9413944703046814,-0.029190209023795138,True
HDFC Balanced Advantage,Conservative,Watchlist,annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark.,Cap exposure,"For a Conservative profile, HDFC Balanced Advantage's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark. In the reference portfolio, HDFC Balanced Advantage carries a 15.0% allocation weight. Relative to a Conservative investor's typical risk tolerance, this maps to a suitability role of 'Watchlist' with a suggested review action of 'Cap exposure'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1051889473072051,-0.1018231177007239,-0.0158350470867871,241.0,False,0.9993568388783588,0.9756224460161764,-0.05777018669650843,True
HDFC Balanced Advantage,Balanced,Core,annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark.,Retain,"For a Balanced profile, HDFC Balanced Advantage's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark. In the reference portfolio, HDFC Balanced Advantage carries a 15.0% allocation weight. Relative to a Balanced investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1051889473072051,-0.1018231177007239,-0.0158350470867871,241.0,False,0.9993568388783588,0.9756224460161764,-0.05777018669650843,True
HDFC Balanced Advantage,Growth,Core,annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark.,Retain,"For a Growth profile, HDFC Balanced Advantage's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark. In the reference portfolio, HDFC Balanced Advantage carries a 15.0% allocation weight. Relative to a Growth investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1051889473072051,-0.1018231177007239,-0.0158350470867871,241.0,False,0.9993568388783588,0.9756224460161764,-0.05777018669650843,True
HDFC Balanced Advantage,Aggressive,Defensive sleeve,annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark.,Retain,"For an Aggressive profile, HDFC Balanced Advantage's trailing historical risk profile is assessed as MEDIUM overall. annualized volatility of 10.5%; longest historical drawdown recovery took 241 days; rolling beta of 1.00 versus its benchmark; downside capture of 98% versus its benchmark. In the reference portfolio, HDFC Balanced Advantage carries a 15.0% allocation weight. Relative to an Aggressive investor's typical risk tolerance, this maps to a suitability role of 'Defensive sleeve' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1051889473072051,-0.1018231177007239,-0.0158350470867871,241.0,False,0.9993568388783588,0.9756224460161764,-0.05777018669650843,True
Nippon India Small Cap,Conservative,Watchlist,"longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark.",Cap exposure,"For a Conservative profile, Nippon India Small Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, Nippon India Small Cap carries a 15.0% allocation weight. Nippon India Small Cap was the single largest loss contributor in 2 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Conservative investor's typical risk tolerance, this maps to a suitability role of 'Watchlist' with a suggested review action of 'Cap exposure'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1654035213985319,-0.2420871251612648,-0.026381608000097,636.0,True,0.9800008941580024,0.9915848434982374,0.09768508787388676,True
Nippon India Small Cap,Balanced,Core,"longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark.",Retain,"For a Balanced profile, Nippon India Small Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, Nippon India Small Cap carries a 15.0% allocation weight. Nippon India Small Cap was the single largest loss contributor in 2 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Balanced investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1654035213985319,-0.2420871251612648,-0.026381608000097,636.0,True,0.9800008941580024,0.9915848434982374,0.09768508787388676,True
Nippon India Small Cap,Growth,Core,"longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark.",Retain,"For a Growth profile, Nippon India Small Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, Nippon India Small Cap carries a 15.0% allocation weight. Nippon India Small Cap was the single largest loss contributor in 2 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to a Growth investor's typical risk tolerance, this maps to a suitability role of 'Core' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1654035213985319,-0.2420871251612648,-0.026381608000097,636.0,True,0.9800008941580024,0.9915848434982374,0.09768508787388676,True
Nippon India Small Cap,Aggressive,Defensive sleeve,"longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark.",Retain,"For an Aggressive profile, Nippon India Small Cap's trailing historical risk profile is assessed as MEDIUM overall. longest historical drawdown recovery took 636 days; fund carries structural small-cap size/liquidity risk; stress-scenario loss share exceeds portfolio weight by +9.8% on average across scenarios, most pronounced in the 'Small-cap Unwind' scenario (+25.4% vs. weight); annualized volatility of 16.5%; historical maximum drawdown of -24.2%; daily CVaR 95 of -2.6% (average loss on the worst 5% of trading days); rolling beta of 0.98 versus its benchmark; downside capture of 99% versus its benchmark. In the reference portfolio, Nippon India Small Cap carries a 15.0% allocation weight. Nippon India Small Cap was the single largest loss contributor in 2 of 9 modeled stress scenarios (deterministic: 4, historical replay: 5). Relative to an Aggressive investor's typical risk tolerance, this maps to a suitability role of 'Defensive sleeve' with a suggested review action of 'Retain'. This is an educational diagnostic based on trailing historical data, not a forecast or an investment recommendation.",MEDIUM,0.1654035213985319,-0.2420871251612648,-0.026381608000097,636.0,True,0.9800008941580024,0.9915848434982374,0.09768508787388676,True
